ax,ay,az,gx,gy,gz,label
-0.28,0.97,-0.1,1.19,3.16,0.21,good
-0.28,0.96,-0.11,1.38,2.26,0.72,good
-0.3,0.94,-0.1,5.82,3.35,2.22,good
-0.25,0.98,-0.21,17.39,8.46,7.5,good
-0.21,1.01,-0.26,11.66,7.24,4.4,good
-0.24,0.98,-0.25,5.05,5.98,0.85,good
-0.25,0.98,-0.27,0.1,2.36,-2.52,good
-0.24,0.97,-0.23,-8.82,-7.63,-2.42,good
-0.24,0.98,-0.21,-1.93,0.49,-1.44,good
-0.24,0.97,-0.22,0.0,5.24,1.21,good
-0.22,0.97,-0.24,5.5,3.55,3.08,good
-0.21,0.99,-0.26,0.8,0.95,0.08,good
-0.23,0.96,-0.22,-11.53,-9.79,-4.92,good
-0.29,0.96,-0.14,-3.53,-2.4,-3.56,good
-0.26,1.01,-0.16,-5.32,-4.17,-2.31,good
-0.3,0.96,-0.07,-10.34,3.1,-1.35,good
-0.29,0.97,-0.06,-1.01,1.89,-0.77,good
-0.29,0.98,-0.08,4.46,3.05,0.96,good
-0.29,0.95,-0.1,5.93,2.05,0.78,good
-0.27,0.94,-0.14,4.96,0.66,2.44,good
-0.25,0.94,-0.13,12.96,5.24,5.02,good
-0.24,0.98,-0.26,6.66,5.31,2.06,good
-0.23,0.97,-0.24,3.55,0.24,-0.2,good
-0.23,0.98,-0.23,3.93,2.12,-1.53,good
-0.25,0.96,-0.23,2.38,3.11,-1.53,good
-0.25,0.96,-0.22,-0.13,2.69,0.88,good
-0.26,0.97,-0.2,1.93,1.93,0.21,good
-0.26,0.98,-0.21,-2.98,-3.31,-2.84,good
-0.27,0.97,-0.17,-10.86,-1.98,-3.76,good
-0.3,0.93,-0.11,1.21,0.63,0.24,good
-0.27,0.98,-0.17,1.19,1.27,1.06,good
-0.27,1.0,-0.12,-2.32,-3.81,-0.89,good
-0.28,0.99,-0.08,0.33,1.93,-1.02,good
-0.27,0.96,-0.09,2.15,1.92,0.15,good
-0.27,0.97,-0.14,7.29,1.37,1.4,good
-0.27,0.96,-0.13,3.75,1.95,0.92,good
-0.28,0.95,-0.14,2.12,1.56,0.34,good
-0.28,0.93,-0.13,2.36,2.5,0.81,good
-0.18,0.94,-0.21,-0.18,-6.34,2.62,good
-0.23,0.95,-0.14,10.11,5.88,4.34,good
-0.23,1.0,-0.18,11.98,4.9,1.57,good
-0.23,1.03,-0.22,6.71,8.79,0.74,good
-0.23,0.97,-0.23,1.75,5.92,2.18,good
-0.23,0.99,-0.25,5.07,10.35,2.47,good
-0.21,0.97,-0.26,1.88,-1.82,0.57,good
-0.24,0.98,-0.24,-7.04,-6.03,-4.2,good
-0.25,0.97,-0.18,-9.4,-4.48,-4.52,good
-0.24,0.99,-0.18,-4.32,-3.53,-3.98,good
-0.26,0.97,-0.15,-2.57,-8.06,-1.59,good
-0.27,0.97,-0.11,1.65,1.79,-0.31,good
-0.29,0.98,-0.11,2.54,4.69,0.4,good
-0.29,0.97,-0.12,2.44,3.5,0.0,good
-0.28,0.98,-0.14,0.97,3.8,0.24,good
-0.28,0.98,-0.13,1.81,2.66,0.54,good
-0.28,1.01,-0.15,9.34,13.65,1.79,good
-0.29,0.98,-0.18,5.3,5.54,1.79,good
-0.25,0.98,-0.2,4.51,3.7,1.85,good
-0.25,0.97,-0.24,-0.05,0.83,0.37,good
-0.24,0.94,-0.2,-0.42,-1.76,0.08,good
-0.25,0.96,-0.2,1.13,3.43,1.24,good
-0.24,0.97,-0.21,2.82,2.86,1.39,good
-0.25,0.97,-0.2,2.19,2.85,0.27,good
-0.26,0.97,-0.2,-0.66,0.37,-1.13,good
-0.27,1.01,-0.22,0.22,0.18,-1.85,good
-0.29,0.99,-0.14,-8.64,-2.11,-4.24,good
-0.28,1.01,-0.16,-6.54,-1.24,-4.18,good
-0.27,0.98,-0.04,3.92,3.27,-0.31,good
-0.32,0.97,-0.09,3.94,3.49,0.58,good
-0.3,0.97,-0.1,1.4,0.43,-0.49,good
-0.29,0.98,-0.09,1.31,3.11,0.29,good
-0.3,0.96,-0.11,1.33,0.5,0.63,good
-0.29,0.96,-0.1,1.66,2.43,0.9,good
-0.28,0.97,-0.1,10.27,6.63,2.5,good
-0.29,0.98,-0.16,7.14,6.38,2.34,good
-0.26,0.96,-0.16,9.69,7.18,3.67,good
-0.25,0.95,-0.25,0.98,0.02,0.66,good
-0.25,0.94,-0.23,-0.37,0.08,1.34,good
-0.25,0.96,-0.24,0.5,4.87,0.75,good
-0.25,0.99,-0.23,-0.34,4.5,-0.64,good
-0.26,1.0,-0.21,-2.35,0.44,-1.37,good
-0.25,0.97,-0.19,-11.15,-5.54,-4.02,good
-0.26,0.92,-0.09,-0.64,-2.13,-0.8,good
-0.29,0.97,-0.12,1.36,-0.34,-0.77,good
-0.29,0.94,-0.07,-6.25,-1.58,0.0,good
-0.27,0.94,-0.08,-0.08,1.32,1.3,good
-0.27,0.94,-0.1,5.1,2.23,1.44,good
-0.26,0.96,-0.11,5.09,0.92,0.6,good
-0.26,0.95,-0.1,3.02,2.24,-0.41,good
-0.28,0.91,-0.11,6.11,1.34,0.39,good
-0.22,0.95,-0.19,15.15,-1.89,4.74,good
-0.24,0.94,-0.22,4.3,1.63,1.36,good
-0.22,0.93,-0.21,8.41,3.7,1.15,good
-0.23,0.92,-0.24,30.74,11.36,3.85,good
-0.24,0.92,-0.29,11.24,4.6,1.11,good
-0.23,0.93,-0.33,2.95,3.13,2.25,good
-0.22,0.96,-0.34,-1.28,3.05,-0.93,good
-0.23,0.95,-0.32,-0.61,4.35,0.66,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.21,0.96,-0.34,3.79,4.5,0.5,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.18,0.99,-0.41,-11.39,-10.68,-3.66,good
-0.25,0.97,-0.24,-9.51,-4.02,-0.79,good
-0.29,0.9,-0.16,-7.36,-9.48,1.63,good
-0.23,0.92,-0.19,-2.76,1.12,-0.3,good
-0.22,0.93,-0.21,3.01,1.77,-0.28,good
-0.23,0.94,-0.18,3.77,-1.65,0.52,good
-0.24,0.94,-0.22,2.18,0.85,0.51,good
-0.27,0.95,-0.21,2.37,-1.08,1.56,good
-0.24,0.92,-0.22,7.55,-1.3,3.75,good
-0.2,1.0,-0.31,13.85,6.94,4.76,good
-0.21,1.0,-0.28,6.5,8.4,1.6,good
-0.2,1.0,-0.31,4.5,7.94,1.45,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.27,1.02,-0.3,2.11,3.92,0.85,good
-0.22,0.98,-0.28,-0.72,3.53,-0.23,good
-0.23,1.0,-0.28,3.38,3.63,-1.24,good
-0.0,-0.0,-0.0,0.62,-3.54,1.23,good
-0.24,1.0,-0.29,-25.25,-2.46,-6.16,good
-0.27,0.97,-0.11,-5.59,3.24,-4.4,good
-0.26,1.0,-0.19,-8.31,-3.66,-0.95,good
-0.26,0.92,-0.11,-5.01,-5.24,-2.31,good
-0.26,0.94,-0.1,1.84,0.37,0.59,good
-0.28,0.97,-0.1,6.98,2.25,2.2,good
-0.28,0.96,-0.12,4.05,1.55,0.77,good
-0.28,0.97,-0.15,3.11,0.85,-0.22,good
-0.28,0.97,-0.16,-2.23,-1.24,-0.27,good
-0.29,0.99,-0.15,3.27,2.52,-0.37,good
-0.26,1.05,-0.24,3.41,19.85,0.21,good
-0.28,0.98,-0.19,5.43,-0.76,0.56,good
-0.25,0.93,-0.22,13.45,10.49,3.63,good
-0.25,0.97,-0.25,2.42,3.66,1.8,good
-0.22,0.98,-0.26,2.41,3.15,1.26,good
-0.23,0.98,-0.28,0.07,-1.3,-0.43,good
-0.26,0.96,-0.27,-9.49,-8.79,-3.06,good
-0.26,0.97,-0.18,-7.63,-3.33,-2.93,good
-0.28,0.97,-0.22,-5.31,-5.2,-0.92,good
-0.29,0.95,-0.11,-8.5,-11.29,-3.95,good
-0.28,0.93,-0.11,6.35,-1.36,1.15,good
-0.28,0.93,-0.13,7.66,2.01,1.09,good
-0.25,0.95,-0.16,4.69,2.27,0.53,good
-0.28,0.97,-0.14,3.88,2.07,1.02,good
-0.28,0.97,-0.12,-0.42,2.63,-0.46,good
-0.3,0.96,-0.11,0.98,3.02,-1.32,good
-0.31,0.94,-0.11,2.05,4.82,-0.38,good
-0.27,1.02,-0.17,21.25,11.73,5.37,good
-0.27,0.99,-0.19,6.93,4.95,2.89,good
-0.27,0.97,-0.16,11.52,6.66,3.84,good
-0.27,0.99,-0.24,6.89,8.61,2.46,good
-0.25,0.99,-0.27,2.49,2.26,2.49,good
-0.23,0.98,-0.25,2.17,0.27,0.25,good
-0.24,0.97,-0.25,3.08,1.29,-0.21,good
-0.22,0.99,-0.3,1.13,1.41,0.24,good
-0.23,0.98,-0.24,-8.73,-5.65,-5.03,good
-0.25,0.96,-0.15,-6.37,-4.54,-1.66,good
-0.22,0.89,-0.14,-6.71,-5.21,-1.04,good
-0.23,0.87,-0.1,3.96,-1.82,-0.12,good
-0.26,0.93,-0.13,10.34,3.11,2.11,good
-0.26,0.93,-0.15,8.23,1.59,2.83,good
-0.25,0.99,-0.15,5.71,2.85,1.47,good
-0.24,0.95,-0.14,5.52,-0.98,1.63,good
-0.3,0.97,-0.17,2.03,3.73,0.3,good
-0.28,0.97,-0.16,2.47,0.95,0.02,good
-0.26,0.98,-0.15,1.58,1.38,-1.52,good
